Pos Office Branch,User,Reviews,Rate,tanggal_review
kantor pos besar pontianak,erwin lay,kantor posnya nyaman. pelayanannya masih bisa ditingkatkan. waktu tunggunya agak lama,4,2018-08-11
kantor pos besar pontianak,rykin,"tidak ada petunjuk arah yang jelas untuk pengunjung baru, waktu pelayanan oke.",3,2019-08-11
kantor pos besar pontianak,kristian sakti,tempat yang bagus tapi harus profesional,4,2019-08-11
kantor pos besar pontianak,tisumagic gaming,lambat,1,2024-08-11
kantor pos besar pontianak,regina then,western union tersedia di sini,4,2020-08-11
kantor pos besar pontianak,fingki sentosa,tempat kuno jadi waspadalah,3,2016-08-11
kantor pos besar pontianak,susiloisasi,post indonesia satu & selamanya 👌 …,4,2019-08-11
kantor pos besar pontianak,melki sidik,bersih,3,2016-08-11
kantor pos besar pontianak,muhamma dun,mereka berpose,3,2014-08-11
kantor pos besar pontianak,andru alexander,kantor pos lokal,4,2017-08-11
kantor pos besar pontianak,kumbankuning,📬📮 …,5,2016-08-11
kantor pos besar pontianak,januaryanto,pelayanan buruk,1,2022-08-11
kantor pos besar pontianak,achmat miftachuddin,menyesap,4,2015-08-11
kantor pos besar pontianak,wahyu waskito,pelayanan yang baik,5,2017-08-11
kantor pos besar pontianak,ej_ jak,sudah lama sekali,1,2019-08-11
kantor pos besar pontianak,parman harsodimulyo,klasik....,3,2016-08-11
kantor pos besar pontianak,alessio christoffer,layanan buruk,1,2022-08-11
kantor pos banjarmasin,etika,"beli materai jam 9 pagi. ternyata yg pegang kunci tempat penyimpanan materai belum datang. pertanyaan nya, jam ops kantor pos banjarmasin sebenarnya dari jam berapa ya?",1,2025-07-11
kantor pos banjarmasin,nazla pajarr,"saya sangat apresiasi dan sangat berterimakasih kepada salah satu staff di kantor pos ini,dengan identitas nama akhmad yunanda,hari ini tadi mau ngambil uang pake western union,saya sudah bilang ke mba2 disamping mas nanda ini,kata saya ""mba mau narik uang lewat western union"" dan tau? jawaban nya apa? ""anda baru pertama kali kan mau melakukan penarikan uang lewat western union? itu harus mendaftar dulu ke situsnya,dan agak sulit membuka situsnya"" saya jelas langsung lemes dong,karna sebelumnya saya sdh ke kantor pegadaia* dan dua cabang kantor pos dan nihil mendapatkan uang nya🥲 dan ternyata,mas nanda inilah,yg disamping mba tersebut langsung mengambil alih,kata beliau ""sini saya bantu cek ktp"" nya,dan alhamdulillah tidak memakan waktu sampai setengah jam,keluar struk penerimaan uang saya melalui western union

tolong itu untuk staff kantor pos nya lebih diperhatikan lagi ya kak,masa kaya gitu sih ke customer🥲🙏 temen disamping nya aja mau mengusahakan membantu orang lain,ko mba2 nya pake alasan gitu sih🥴",5,2025-02-11
kantor pos banjarmasin,neri willis,"ternyata untuk surat atau paket yg tak kunjung datang (biasanya karena alamat tidak lengkap/membingungkan), bisa kita ambil dan cari langsung ke bagian ini.",4,2024-08-11
kantor pos banjarmasin,rini icha,kapan bansos bont yg melalui kantor pos di caikan bln juli sdh mau hbis,3,2025-07-28
kantor pos banjarmasin,gatelo co,"untuk pos indonesia,
saya tau pos indonesia lagi masa kritis maka dari itu saya memilih ekspedisi ini untuk ikut berkontribusi agar pos indonesia tetap bertahan

tapi kenapa pelayanan yang saya dapat seperti ini ?
pegawainya jauh dari kata sopan dan ramah malah kesannya ngotot

bagaimana kami mau terus mendukung pos indonesia sebagia perusahaan bumn, apabila pelayanan yang didapat seperti ini ?

- dari saya yang memilih untuk tidak kesini lagi",1,2020-08-11
kantor pos banjarmasin,fendi cool,terlalu lama buat antri beli materai aja dan mana tellernya cuman 1 layanan doang itu pun melayani orang 1 aja sungguh lama,2,2024-08-11
kantor pos banjarmasin,lukman bella,"ada paket saya dikirim dari banjarmasin melalui pos  lambung mengkurat pengiriman  tanggal 2 desember 2024 tujuan makassar.estimasi 4 hari sampai,dan biyaya yang di bayarpun 4 hari sudah di bayar.dan ini sudah tanggal 10.belum sampai saat ini.di telpon tadi katanya estimasi sampai tanggal 14.nah baru pengiriman paket yg di bayar 4 hari sudah sampai.ini namnya pembohongan yang tertera di siistem..dan sangat buruk. tolong di perbaiki sisitem pengimriman barangnya.dan di pastikan sampai tepat waktu.",1,2024-12-11
kantor pos banjarmasin,khairu nisa,pelayan cepat dan karyawan ramah. pengalaman yang luar biasa! pelayanan yang diberikan sangat memuaskan dan ramah. produk/layanan sesuai dengan deskripsi dan kualitasnya pun sangat baik. pengiriman tepat waktu dan barang diterima dalam kondisi sempurna. saya sangat merekomendasikan kepada siapa saja yang membutuhkan layanan kantor pos ini. pasti akan kembali lagi!,5,2024-09-11
kantor pos banjarmasin,berta oktila,"seiring berjalannya waktu, pos sekarang sudah semakin banyak kemajuannya, mulai dari layanan yang makin variatif, pegawai yang friendlyy dan ramah sekalii, pokoknyaa kerenn sekalii pos sekarangg 🫶🫶🫶 …",5,2024-09-11
kantor pos banjarmasin,rezky irfansyah,"paling buruk diantara cabang yang lain. parkir bayar, pelayanan tidak ramah. jutek.",1,2020-08-11
kantor pos banjarmasin,nisekkai nekka2nd,"diluar dugaan, paket pengiriman lebih cepat 5/6 hari dari estimasi pengiriman

paket perkiraan datang tgl 30 juli-1 agustus, datang pada tanggal 25 juli",5,2024-08-11
kantor pos banjarmasin,syarwani kembar,"sekarang layanan apa yg kita perlukan ada dikantorpos (pengiriman barang, pengiriman dan penerimaan uang dari dalam negeri maupun luar negeri yg hitungan menit maupun yg sehari dengan harga yg terjangkau, segera pembayaran apapun , asuransi pun ada, pembayaran pensiun baik asn maupun tni dan masih banyak lagi",4,2024-08-11
kantor pos banjarmasin,si amang,"secutiry yang diarea parkir sangat tidak ramah sok jagoan ngomongnya kasar , merasa paling penting dan kerjanya cuma duduk dipos ga ngatur parkiran dengan benar ,, kalau saja saya tidak mikir panjang ku ajak kelahi tu security goblokkk ...
untuk bintang kalau ada 0 ku pilih 0",1,2024-08-11
kantor pos banjarmasin,anisa nisa,"tempatnya nyaman, ruang tunggu nya luas. pelayanan cepat, cuma saya saran penjaga loket tolong untuk sedikit lebih ramah dan mengkondisikan perilaku saat ada pelanggan, jangan sampai perilaku penjaga loket yg kadang over itu membuat kesan yg kurang baik di hadapan para pelanggan 🙏 …",5,2024-08-11
kantor pos banjarmasin,fahmi eris,mau buka jam berapa sih? udah jam 8.38 masih dikunci. padahal jelas jelas tulisan jam buka 7.30 dipasang di depan. buang buang waktu,1,2021-08-11
kantor pos banjarmasin,enni triastuti,"pelayanan ok,ruangan bersih,mau bayar2 ,mau kirim surat atau barang,smua2 bisa d kantor pos",5,2024-09-11
kantor pos banjarmasin,varisha handmade,"sebagai saran & masukkan untuk pihak pembagian blt dari petugas kantor pos, kedepannya agar pihak keluarga atau anak kandung penerima blt diluar kk bisa diberikan kemudahan mewakili meambilkan blt dengan syarat ketentuan berlaku seperti melampirkan surat kuasa, ktp/kk asli penerima & wakil yg menerima blt",2,2024-08-11
kantor pos banjarmasin,n.imania,perpanjang sim pilih antar lewat pos. di notifikasi ktanya gagal diantar karena alamat tidak lengkap dan disuruh ambil sendiri. manipulatif bgt! pdhl ya krna mereka pada malas antar aja. alamt yg ditls sdh lengkap selengkap2nya. mana udh bayar lg. sick,1,2023-08-11
kantor pos banjarmasin,eko purnama,"semoga pelayanan dikantorpos semakin baik,agar lebih menyamankan nasabah bertransaksi👍 …",5,2024-09-11
kantor pos banjarmasin,siskanelly karyawati,"berhati-hati lah dalam pengambilan gaji dikantor pos ini, karena pelayanan kantor pos terutama dibagian pengambilan gaji pensiunan, karena percaya aja dengan pelanyanannya, jadi gak menghitung ditempat.. ternyata uangnya kurang sampai 200rb
saran saya lebih dicek kembali, dihitung kembali",1,2023-08-11
kantor pos banjarmasin,akhmad aza,"wah sekarang kantor pos pelayanan ny makin bagus, baik, dan ramah terhadap konsumen
dan pelayanan sangat cepat tanggap,
proses pengiriman juga ternyata lebih cepat dri pengiriman yg lain, mantap lah buat kantor pos👍🏻",5,2023-08-11
kantor pos banjarmasin,abdul aziz al banjary,"katanya buka jam 07:30, faktanya petugasnya belum datang dan baru operasional jam 08:00

infonya tutup jam 20:00, tapi pelayanan pindah bagian bawah (khusus paket saja). pembelian benda pos (materai) tidak disiapkan nota.",1,2023-08-11
kantor pos banjarmasin,t w,"layanan publik kok tidak mencantumkan nomer layanan telepon. sudah lama berdiri tidak ada kemajuan layanan masyarakat. kalah jauh dengan layanan ekspedisi spt jne,jnt, dll. paket udah sampai pun tidak dikonfirm, sampai pelanggan yg cari2 infonya kenapa brg tidak diantar2. memang sdm bumn sptnya banyak yg kurang totalitas dalam bekerja.",1,2021-08-11
kantor pos banjarmasin,deedii jun,semakin baik dan lebih cepat 👍👍👍 top deh …,5,2024-08-11
kantor pos banjarmasin,cacieng kermie,"masak saya mau kirim hp yg beratnya gak sampe 1 kg ke jawa timur malah kata petugas posnya harus di paking dengan kayu dan di hitung beratnya 10kg dan biayanya jadi 400rb. kantor pos semakin gak masuk akal...
padahal dulu saya kirim hp yg lbih besar dari nabire papua ke jawa timur ongkosnya cma 130 itu sama ongkos paking kayunya.. kantor pos kalsel gak beres ini",1,2020-08-11
kantor pos banjarmasin,indra pranata,"kecewa sama kurirnya, surat tidak di terima sama penerima, bahkan foto di bukti pintu saja, sudah tau ada banyak motor depan rumah dan orang didalam rumah ada orangnya, tetapi kurir malah naroh paket surat cuman di taroh depan pintu saja, lain kali kalo ngantar paket langsung serahkan ke orang yang ada didalam rumah mas, jangan di foto surat tadi di taroh di pintu, takutnya hilang masss",1,2023-08-11
kantor pos banjarmasin,biji meledak,"pelayanan tidak ramah, saya bertanya tentang barang saya malah di jawab ""tidak ada²"" secara langsung. padahal pengiriman barang saya sudah 3 bulan lebih tapi tidak di antar ke rumah saya, saat di ambil ke kantor pos nya malah dapat jawaban yang tidak ramah_-",1,2022-08-11
kantor pos banjarmasin,fauzi,"barang dikirim dialamatkan ke rumah,bayar sampai ke rumah, disuruh ambil ke kantor post,.!!!
alasannya krn pengantaran maksimal jam 12 siang,????!!
biaya makin mahal pelayanan sangat mengecewakan,
bila pelayanan tdk ditingkatkan saya yakin postindonesia terancam bangkrut krn semakin bnyk saingan swasta yg selalu memperbaiki layanan,
""semoga dibaca oleh manajemen postindonesia""",1,2018-08-11
kantor pos banjarmasin,arief budiman,"ngambil paket hari minggu tidak bisa dengan alasan tidak ada kunci gudangnya.. helloo? gimana kalo paketnya penting? namanya pos kilat, express nyatanya  pos lelet. bumn tapi kalah sama swasta, selain barang tidak diantar hari minggu, ngambil barang sendiri juga tidak bisa. apa gunanya tu kantor buka, cuma ngobrol doank petugasnya di dalam. telepon tidak ada yang tercantum pula, useless.",1,2019-08-11
kantor pos banjarmasin,hafizhah,kirim barang dr jogja sejak tanggal 26 april. tanggal 4 mei 2018 status barang sudah di antar ke kertak baru. sampai hari ini tanggal 8 mei 2018 tdk ada input dr kertak baru yg menunjukkan dimana posisi barang. mengecewakan. bikin jeraaaaa,1,2018-08-11
kantor pos banjarmasin,syarifah syifa fauzia syahab,bayar parkir. andai free. kalau kfc nya yang bayar parkir oke lah. tapi pos jadi ikut2an harus bayar parkir juga. cuma bentar ah. ke jnt jne saya biasa gk bayar wkwk 😄 kalau kita olshop trs kirim pke pos  harus nombok uang parkir trs.. …,2,2019-08-11
kantor pos banjarmasin,elka kael,"kantor pos pusat yang memberikan layanan pengiriman barang dan jasa pembayaran berbagai macam tagihan, lokasinya diatas kfc dan mudah dicapai karena persis di tengah tengah pusat kota, pengambilan barang juga dilakukan disini",5,2017-08-11
kantor pos banjarmasin,faisal rifani,bagaimana mau bersaing dengan ekspedisi yg lain kalau parkir nya aja bayar. sedangkan di tempat ekspedisi yg lain gratis bahkan seperti jne dan tiki dijaga oleh satpam... tingkatkan lagi dong pelayanannya....,1,2020-08-11
kantor pos banjarmasin,simbok lala,barang dikirim dari madiun ke banjarmasin pos kilat ditanggal yg sama 28 januari 2020...sampai sekarang tgl 3 februari 2020 belum diantar antar padahal sudah 6 hari di banjarmasin... kapok kayanya pake pos..mending swasta sekalian lain kali kalo mo onlineshop lagi👎👎👎👎👎👎 …,1,2020-08-11
kantor pos banjarmasin,anyyy fitri,"masuk kesni lgsg bayar tunai parkirnya,, pelayaanan front office nya ramah, lumayan cepat, nomer antrian msh manual sistem panggil, kalau barang tdk ada bisa lgsg ke bagian belakang gedung, di bagian pengantaran",3,2019-08-11
kantor pos banjarmasin,suka zuki,"pelayanan nya cepat, tidak antri, parkiran cukup luas.",4,2019-08-11
kantor pos banjarmasin,arief madihin,"secara pelayanan front office (meja depan) sudah lebih baik jika dibandingkan rata-rata kantor pos yang lebih kecil se kalimantan selatan. pelayanan ramah dan satpam yang cepat tanggap sangat membantu. untuk masalah keterlambatan pengiriman dll, itu sepertinya kesalahan sistem dari kantor pos se indonesia sendiri, bukan khusus utk wilayah banjarmasin",4,2019-08-11
kantor pos banjarmasin,yunan aza,"pelayanan sangat baik dan ramah, cs ny juga ganteng2 slebew
semangat terus buar karyawan loket pos",5,2023-08-11
kantor pos banjarmasin,vierry piaggio,"masa hari sabtu kantor pos besar (pusat) tutup, harusnya pelayanan pengiriman buka donk di jawa aja buka terus masa di kalimantan sabtu tutup, saran kalau hari sabtu tetap buka & minggu buka 1/5hari aja",1,2017-08-11
kantor pos banjarmasin,idar ida,"kenapa barang ku belum dikirim, kenapa tidak ada no telpon bisa di hubungi dikantor pos",5,2024-08-11
kantor pos banjarmasin,alpian ian,pelayanan sangat memuaskan.... kantor pos banjarmasin mantap,5,2024-09-11
kantor pos banjarmasin,putri mainy,kantor saya membuka outlet gadai emas & cicil emas disini,5,2019-08-11
kantor pos banjarmasin,muhammad sarbani,karyawannya banyak yg nga ada di tempat...mengecewakan..,1,2024-10-11
kantor pos banjarmasin,hendrik gunawan,"untuk kfc kantor pos banjarmasin saya kecewa karena saat minta dada kata nya sudah tidak membikin lagi, tp setelah antrian lewat ternyata ada lagi.  saya sungguh kecewa",1,2019-08-11
kantor pos banjarmasin,argiansyah argian,"kantor pos sekarang semakin mengerti keinginan konsumennya, pelayanan terbaiklah pokonya❤️",5,2023-08-11
kantor pos banjarmasin,andri andri,pelayanan nya sangat tidak memuaskan!!! barang saya dari tanggal 5 mei dikirim sampai sekarang belum ada kabar,1,2020-08-11
kantor pos banjarmasin,abdu rofi,"ngirim surat di pos besar kagum sama pegawai nya ngetik keyboard nya sambil tatap muka cepet ngetik nya dan sopan, pegawai bumn mantep bgt dah.",5,2020-08-11
kantor pos banjarmasin,dina spt,setiap belanja ecommerce pakai kantor pos . selalu cepat bgt di banding expedisi tetangga hehehe,5,2024-08-11
kantor pos banjarmasin,dewinu85,pelayanan ramah..jaya terus kantor pos banjarmasin,5,2024-09-11
kantor pos banjarmasin,aby faqih,kenapa ektp isteri saya belom sampai sampai terhitung sejak tanggal 28 agustus 2020 sudah di cetak di kantor camat banjarmasin baratsampai tanggal 05 september belom sampai kerumah???????,1,2021-08-11
kantor pos banjarmasin,mahatir nasuha,"cetak resi pakai kertas bekas, karyawan laki2 yg gondrong gk ada sopan santun udah tau salah",2,2022-08-11
kantor pos banjarmasin,sutikno 92,kak paket dengan nomer resi: sutikno13 apa masih ada di situ,5,2024-08-11
kantor pos banjarmasin,norfa yulina j (ova),"kantor pos besar kota banjarmasin, di sekitar sana terdapat kfc, starbuck dan richeese",5,2024-08-11
kantor pos banjarmasin,zay borneo,kantor pelayanan pt.pos indonesia yang sangat strategis dan menyenangkan,5,2024-09-11
kantor pos banjarmasin,sesiliana ina gorang,sumpah pegawai nya baik2 bgt 😭 berkas ku ada yang salah ..dan mereka dengan ramahnya membolehkan memperbaiki berkas yg salah .. semoga rezeki nya lancar terus.. aamiin 🙇🏻🙇🏻🙏 …,5,2020-08-11
kantor pos banjarmasin,my laundry,"cs slow respon bahkan ujung2nya ga dibalas, selambat lambatnya tolong chat pelanggan dibalas agar ada kejelasan. apa gunanya ada nomor wa dan cs. mohon berbenah untuk sdm nya🙏🏻 …",1,2022-08-11
kantor pos banjarmasin,dzan dzan,"pos sekarang bisa pickup service yaa. mantabb 👍🏼👍🏼
semoga bisa di tingkatkan lagi kinerjanya …",5,2022-08-11
kantor pos banjarmasin,zainatus soraya,"""alhamdulillah pelayanan nya baik mas nya juga sopan, ramah and good looking 🥰 dan kiriman saya datang nya cepat"" …",5,2020-08-11
kantor pos banjarmasin,della agustina,untuk pengurusan legalisir berkas petugasnya sangat ramah dan enak diajak ngobrol.,5,2022-08-11
