user,rate,reviews,tanggal reviews,aplikasi
Pengguna Google,1,"kacau bgt ini pos indonesia. suruh bayar, dikirimin link di wa tapi gak bisa di bukak.!!! coba instal app pos indo buat bayar tagihan, pas login ""oppps"" yg keluar. gak ada solusi gak ada obat sakit semua kalian wahai instansi plat merah tapi gak pernah memberi pelayanan yg baik.. BOBROK",2025-07-16 16:01:08,PosAja
Pengguna Google,1,"barang nggak sampai"" udah 3 hari...",2025-07-15 22:49:15,PosAja
Pengguna Google,1,saya kirim gmail dari kemaren belum juga dibales kirim paket sampai 8 hari ke kalimantan lacak resi tidak ada update tetap di tanggal 12 gilaa gak ada kejelasan gak ada penjelasan padahal orang butuh uangnya,2025-07-15 21:25:19,PosAja
Pengguna Google,5,pelayanan nya bagus ...topp,2025-07-15 13:06:32,PosAja
Pengguna Google,1,pelayanan nya lama,2025-07-14 09:27:56,PosAja
Pengguna Google,5,membantu,2025-07-13 20:59:49,PosAja
Pengguna Google,1,"ini gimana sih pos Indonesia sekarang semakin kacau, masak dicek resi kok katanya paket sudah diterima oleh yang bersangkutan, padahal sy blom ada trima paket apapun. KACAU, SUDAH TIDAK AMANAH POS INDONESIA",2025-07-13 19:02:28,PosAja
Pengguna Google,1,buruk,2025-07-12 14:20:52,PosAja
Pengguna Google,1,masa ngirim dari bengkulu selatan ke pesisir selatan SUMBAR bisa nyampe keliling ke palembang kota paketnya..padahal dari bengkulu selatan ke pesisir selatan itu satu arah...makin kesini makin parah POS indonesia pelayanannya..kecewa sudah 5 hari paket blom sampe ke tujuan..setiap cek resi pasti keliling ke provinsi lain.. sangat mengecewakan,2025-07-12 10:50:32,PosAja
Pengguna Google,5,Baru coba pakai. langsung suka. praktis,2025-07-12 08:58:04,PosAja
Pengguna Google,1,padahal aku dari tadi di rumah loh tapi dibilang rumah kosong. aku tungguin dari pagi karna itu barang cepet basi. apa kalau ga cepet dibuka apa ga busuk kurma mudanya,2025-07-12 00:38:28,PosAja
Pengguna Google,5,aplikasi nya membantu sekali,2025-07-10 07:51:31,PosAja
Pengguna Google,1,"app loak, mau cek paket SIM, install app, setelah install daftar dikirim kode verifikasi lewat WA. Saya input kode verifikasi dijawab kode verifikasi tdk valid. Kesel kan. Tutup aja POS Indonesia, banyak pengiriman swasta yg pelayanannya jauh lebih baik.",2025-07-10 06:09:47,PosAja
Pengguna Google,5,ko ok sy gak bisa lacak paket sy,2025-07-09 09:52:23,PosAja
Pengguna Google,1,"ngirim paket exspres dari karawang menuju jakarta sampe sekarang belum nyampe!!! padahal exspres lohh bukan reguler!! ngirim paket tanggal 5 Juli, sampe tanggal 8 belum nyampe juga?? untuk pihak pos Indonesia wajib lah ngasih no hp kurir nya, biar saya bisa telfon kurir nya, biar bisa tau kendala nya apa!!! kalo kaya gini terus bisa2 konsumen Pos Indonesia bisa pindah ke ekspedisi lain!!!",2025-07-08 21:24:16,PosAja
Pengguna Google,5,mantap sukses selalu,2025-07-08 15:30:14,PosAja
Pengguna Google,1,kurirnya lambat,2025-07-08 13:40:46,PosAja
Pengguna Google,4,memuaskan,2025-07-08 12:57:07,PosAja
Pengguna Google,5,prosesnya cepat,2025-07-07 18:38:30,PosAja
Pengguna Google,5,super,2025-07-07 10:43:57,PosAja
Pengguna Google,5,lugad,2025-07-07 09:42:31,PosAja
Pengguna Google,5,kodeQR ga bisa,2025-07-07 06:09:22,PosAja
Pengguna Google,1,"gaush kirim""pkaett dsniii,paket sayaa udh 4 hari ga sampe""pdhl isi nya makanan,saya juga udh mahal""bayar ongkirrrr,maless bngettt ama pihak sono nyaaa lelet",2025-07-06 11:52:17,PosAja
Pengguna Google,1,pengiriman paket di cabang sering error operatornya sering di ganti dan tidak di traing,2025-07-05 22:45:57,PosAja
Pengguna Google,5,mudah dan sangat membantu,2025-07-05 20:36:00,PosAja
Pengguna Google,5,sangat bermanfaat,2025-07-05 16:32:54,PosAja
Pengguna Google,1,"mau bayar lebih untuk express biar bisa sampai cepat, tau nya sama aja sampai nya sama yang biasa.",2025-07-05 05:59:29,PosAja
Pengguna Google,1,"berulang kali coba daftar, setiap memasukkan kode verifikasi selalu tidak valid padahal kodenya pas seperti yang mereka kirim",2025-07-05 00:48:47,PosAja
Pengguna Google,1,aplikasi eror terus,2025-07-04 22:28:15,PosAja
Pengguna Google,1,aplikasi gajelas cek resi di web ada tapi di app gak ketemu APUS apk aja cuk ga fungi amat bikin apk,2025-07-04 16:41:42,PosAja
Pengguna Google,5,cakep,2025-07-04 15:21:34,PosAja
Pengguna Google,5,sok geura di edunkeun,2025-07-04 14:41:57,PosAja
Pengguna Google,3,"coba yg ke 2 kalinya, udah perbaikan belum",2025-07-03 20:16:17,PosAja
Pengguna Google,4,"lumayan bagus, cuma kalo mau login responnya lambaaaat kayak kura2, diperbaikin dooooooooong...........",2025-07-03 17:55:48,PosAja
Pengguna Google,1,"masuk apk pos Indonesia karena penasaran paket tak kunjung datang,.pas di cek eh beneran gak sampai rumah tuh paket,gak tau nympe ke rumah siapa padahal sudah jelas nama sama alamat nya..di keterangan paket sudah sampai rumah tujuan dan di terima oleh w*nd* padahal di rumah atau pun tetangga gak ada nama yang w*nd*..di cek lagi di bukti penerimaan..photo nya pun gak ada..",2025-07-03 17:35:04,PosAja
Pengguna Google,5,cepat tepat tapi sayang kiriman shopeenya lambat,2025-07-03 17:28:16,PosAja
Pengguna Google,2,"karna kantor cabang jauh, aku pilih kirim dokumen dengan fitur pick up(diambil oleh kurir), tapi lama bener dari pagi udah selesai bikin order, sampai jam 3 sore kurir belum datang juga, udah nengok depan rumah juga gak ada kurir Pos Indo satupun yang lewat atau nanya ke tetangga. jadinya mau kegiatan lain agak was-was, ntar ditinggal kurir Dateng, ditungguin gak dateng-dateng.",2025-07-02 15:31:41,PosAja
Pengguna Google,5,"bagus,, bisa melayani masyarakat Indonesia dengan baik, dan mempermudah pengecekan status pengiriman paket.",2025-07-02 10:52:12,PosAja
Pengguna Google,1,"kirim paket pos same day purworejo-tangerang netto 3,5kg ongkir 119000k blm sampai"" busett lma bgt mna mknan basah yg di krm lgi hadeuhh",2025-07-01 21:24:42,PosAja
Pengguna Google,3,kenapa di aplikasi malah gak bisa ngelacak barang kiriman saya ? malah ke browser baru bisa ngelacak,2025-07-01 20:02:43,PosAja
Pengguna Google,1,ga mutu banget sampai resi aja ga bisa dilacak!! kok bisa no data !???,2025-07-01 16:19:42,PosAja
Pengguna Google,5,bagus walo sering eror,2025-07-01 09:58:37,PosAja
Pengguna Google,1,"gak jelas, kode verifikasi udah ada 6x salah muluk padahal dari dia",2025-07-01 06:22:24,PosAja
Pengguna Google,5,oke.. tracking shipping completely,2025-07-01 03:12:30,PosAja
Pengguna Google,1,"pos Indonesia jelek banget pelayanannya, mana tracking paket gada no kurirnya gimana mau share lokasi detailnya",2025-06-30 19:10:50,PosAja
Pengguna Google,1,"ngirim.paket sangat lambat terutama kurir, paket sdh pengantaran skalinya siangnya ket alamat tdak ditemukan terus di kirim balik 4 hari setelah itu. padahal udah 2x ngirim paket, yg pertama seminggu aja nyampe skalinya yg ke 2 hampir sebulan. kok gak ada penilaian ke kurir ya",2025-06-30 17:19:16,PosAja
Pengguna Google,1,gagal bkin akun. pas masukin pin gabisa loading,2025-06-29 23:37:58,PosAja
Pengguna Google,3,"Ketika input proses kirim, masih tidak ada opsi POS PPB MBAG, hanya ada reguler dan diatasnya. Tolong ditingkatkan",2025-06-27 10:09:57,PosAja
Pengguna Google,5,mantap 👍👍👍👍👍,2025-06-26 19:23:19,PosAja
Pengguna Google,1,"saya coba pake pos aja, untuk ngecek paket pesenan saya, tapi pas udah masukin no resi nya kenapa nggk bisa ya, tapi pemberitahuan dari toko ijo udah sampe tempat",2025-06-26 18:07:20,PosAja
Pengguna Google,1,gangguan trus,2025-06-26 13:36:20,PosAja
Pengguna Google,1,"APP SAMPAH, BANYAK BUG, CEK RESI FORCE CLOSE WAJIB BARCODE, ANEH. LIVE CS GA BISA",2025-06-26 12:49:51,PosAja
Pengguna Google,1,"Paket lama diantar. Cek resi keterangan nya ""yang bersangkutan tidak ditempat"". Padahal tidak ada dihubungi apalagi datang ke rumah. Bukti foto kedatangan pun dikamuflase (foto desa lain). Tolong tingkatkan SDMnya.",2025-06-25 10:41:18,PosAja
Pengguna Google,5,ckup puas,2025-06-24 16:56:46,PosAja
Pengguna Google,1,sylit mau masuk aja,2025-06-24 10:30:08,PosAja
Pengguna Google,5,saya baru daftar dan ternyata mudah,2025-06-24 07:06:22,PosAja
Pengguna Google,1,"masak 2 pengiriman gagal terus,alamat rumah gak ketemu,kala sama pengiriman yang muda2.padahal pos paling tua di negara konoha.sampai saya ambil di kantor pos cabangnya",2025-06-23 17:20:10,PosAja
Pengguna Google,1,msh bnyk bug & pembayaran ga komplit,2025-06-23 17:12:00,PosAja
Pengguna Google,4,mencoba,2025-06-22 11:50:09,PosAja
Pengguna Google,1,"kayaknya tidak membantu pengen tanya tentang paket untuk mempercepat pengiriman juga susah jalurnya kemana menghubungi halo pos jawabannya sama gitu gitu ajah apalagi kalau pengiriman gagal gak jelas paketnya kapan di kirim, keterangan tiap hari selalu paket dikirim ulang entah sampai kapan",2025-06-22 09:02:12,PosAja
Pengguna Google,1,"otp sudah benar pas diverifikasi malah invalid hadehh hadeh, gini amatt aplikasi",2025-06-22 04:31:41,PosAja
Pengguna Google,3,"pengiriman lelet bget, harusnya klo paket dg isi makanan itu lebih cepat dibanding isi paket lainnya.dan harusnya dari awal transaksi tarifnya di bedakan dari paket yg lain,trs klo non tunai harusnya lebih cepat dong daripada cod. ini mah terbalik yg cod malah lebih cepat datangnya.😔tolong setiap petugas yg nganterin paketan dicantumkan nomer hp nya jadi kita sebagai penerima bisa memantau posisi si kurir.",2025-06-19 19:57:05,PosAja
Pengguna Google,1,Parah mau regis aja susah,2025-06-18 21:39:45,PosAja
Pengguna Google,3,"banyak bug, belum optimal aplikasinya, please di test dulu apa perlu pake unit testing, salah satu bugnya mau cetak resi malah error invalid pdf structure.",2025-06-18 09:33:51,PosAja
Pengguna Google,1,"semalaman coba daftar, kode dari wa invalid mulu, ganti nomor tlp masih juga gitu, tolong di tangani",2025-06-18 00:57:57,PosAja
Pengguna Google,5,"kirim keluar negeri sangat bagus pelayanan,dan cepat sampai,di antar sesuai tujuan.terima kasih",2025-06-17 19:01:54,PosAja
Pengguna Google,1,poin 300 lebih gak bisa dipakek,2025-06-17 13:02:52,PosAja
Pengguna Google,1,"kargo haji dari istri saya, semenjak pertama pengiriman smpe hari ini sudah 15 hari, tpi belum bisa d lacak keberadaannya, gimana coba, ayo laaah yg becus kalo kerja",2025-06-14 03:04:15,PosAja
Pengguna Google,4,Pilihan Kirim Dokumen Penting Cepat Dan Aman,2025-06-13 06:47:07,PosAja
Pengguna Google,5,ini nih yang di cari cari sangat membantu banget,2025-06-12 18:50:57,PosAja
Pengguna Google,5,sangat membantu untuk di lakukan entrian kiriman,2025-06-12 07:45:16,PosAja
Pengguna Google,1,"paket saya tidak diantar kerumah padahal alamat sangat jelas, kecewa👎🏻👎🏻",2025-06-10 21:38:15,PosAja
Pengguna Google,1,Pelayanan CS tidak profesional,2025-06-10 11:47:01,PosAja
Pengguna Google,5,"customer service nya ramah banget, saya bertanya tentang informasi paket yang saya dapatkan dari nomor tak di kenal, yang meng atasnamakan bapak saya untuk mengkonvirmasi apakah itu benar ada atau skema penipuan. saya di layani dengan baik oleh CS nya. pokoknya matap 🔥👍🔥👍🤙",2025-06-09 12:40:10,PosAja
Pengguna Google,1,aplikasi bobrok sudah bayar dana buat pengiriman barang kurir tak datang pihak pos ya tak tau klu kita mau kirim barang ..,2025-06-07 17:00:11,PosAja
Pengguna Google,1,"Saya tidak bisa login dan selalu muncul ""Internal Server Error""",2025-06-06 15:10:42,PosAja
Pengguna Google,1,"paket di keterangan udh sampai, tapi belum di terima mana nama yg terima paketnya ga kenal pula",2025-06-05 18:00:57,PosAja
Pengguna Google,1,"GAK KURIR NYA, GAK CS NYA, SEMUA PARAH PERLAYANAN NYA, ANGKA RETUR TINGGI KARNA KINERJA KURIR SEENAKNYA SENDIRI, TIDAK ADA KONFIRMASI DAHULU KE PENERIMA, BAHKAN UANG COD SERING DI PAKAI DULU OLEH KURIR, PADAHAL PAKET SUDAH DI TERIMA. BUMN EMANG BIBROK!! MENDING SWASTA",2025-06-05 13:28:39,PosAja
Pengguna Google,5,mantap paket bisa dijemput kapanpun dan dimana pun ..,2025-06-05 08:34:04,PosAja
Pengguna Google,5,"jasa pengiriman yg joss, kirim kemana aja jadi lebih gampang",2025-06-05 07:46:56,PosAja
Pengguna Google,4,kadang kadang eror,2025-06-05 07:34:50,PosAja
Pengguna Google,5,sangat bermanfaat,2025-06-05 06:57:23,PosAja
Pengguna Google,3,sempat puas dg layanan POS Aja... tp kesinisini makin ribet...,2025-06-04 23:51:47,PosAja
Pengguna Google,1,"pengiriman ngga jelas,mending kelain aja yang pasti",2025-06-04 15:28:25,PosAja
Pengguna Google,5,"dengan adanya aplikasi ini jadi memudahkan saya untuk melacak maupun melakukan pengiriman paket, MANTAP KANTOR POS 🔥",2025-06-04 12:09:34,PosAja
Pengguna Google,5,kirim-kirim paket lebih mudah🤗pake PosAja!😍,2025-06-04 11:08:27,PosAja
Pengguna Google,5,"good, memudahankan pengiriman paket",2025-06-04 09:57:27,PosAja
Pengguna Google,5,"Mau kirim barang, dokumen, dan Cek biaya Kiriman jadi lebih mudah",2025-06-04 09:52:33,PosAja
Pengguna Google,5,kirim paket pakai pos aja lebih mudah...,2025-06-04 09:15:12,PosAja
Pengguna Google,5,"sangat mudah di gunakan, pelacakan paket sangat cepat jelas, dan akurat.",2025-06-04 07:58:20,PosAja
Pengguna Google,5,sampai kepelosok desa pengirimannya 👍,2025-06-04 07:14:23,PosAja
Pengguna Google,5,pengiriman tepat waktu dan selalu melakukan inovasi baru❤️,2025-06-04 06:32:44,PosAja
Pengguna Google,2,pakai apk ini susah regist nya.. kode tidak valid mulu udah coba beberapa kali.. pdahal br pengen pake layanan nextday nyaa.. dh gitu lihat review disini kok mengecewakan yaa ? alasannya hampir sama semua karna lambat pengiriman & krg layanan yg jelas.,2025-06-04 04:46:02,PosAja
Pengguna Google,5,"Pick up kiriman dirumah, pasti bisa dgn PosAja",2025-06-03 17:43:17,PosAja
Pengguna Google,5,"aplikasi untuk mempermudah kita cek tarifnya kiriman, dan bisa melakukan lacak kiriman. bahkan ada layanan pickup kiriman yg menjadi salah satu keunggulan dari aplikasi ini.",2025-06-03 17:38:21,PosAja
Pengguna Google,5,"Apknya sangat bagus, mempermudah saya, gak perlu lagi antar paket ke kantornya langsung, paketnya bisa di ambil pak posnya🥰",2025-06-03 14:48:44,PosAja
Pengguna Google,5,"paling suka kirim paket via pos Indonesia, pengiriman cepat, mudah dilacak, mantap sekali terimakasih",2025-06-03 14:48:00,PosAja
Pengguna Google,5,"Sangat membantu utk pengiriman paket,tidak perlu lagi ke kantor pos. cukup dengan Posaja",2025-06-03 14:30:52,PosAja
Pengguna Google,5,"menggunakan apk pos aja sangat membantu terutama untuk pengecekan tarif kiriman, pick up barang serta bisa pengiriman barang sistem cod.",2025-06-03 14:21:54,PosAja
Pengguna Google,5,Aplikasi nya sangat cocok dan bagus untuk layanan tentang kiriman surat dan paket. sangat membantu untuk bisa melacak kiriman sampai mana dan dimana. apalagi di tambah layanannya bisa kirim paket dari rumah dan akan di jemput oleh petugas posnya. mantap hanya lewat genggaman semua jadi mudah. 🤩🤩,2025-06-03 14:15:03,PosAja
Pengguna Google,5,"Cukup puas dengan aplikasi nya, mempermudah proses pengiriman surat dan paket, fitur nya juga yang menarik, seperti kemudahan order, penyimpanan data kiriman, berbagai pilihan layanan pengiriman, dan real team tracking.",2025-06-03 13:56:33,PosAja
Pengguna Google,5,"aplikasi yg sangat membantu kalo kirim paket dan dokumen tidak usah repot ke kantor bisa dari rumah aja ,pak pos siap jemput",2025-06-03 13:49:01,PosAja
Pengguna Google,5,Aplikasi Pos Aja pengiriman dokumen & Paket dsb,2025-06-03 13:27:31,PosAja
Pengguna Google,5,mantap maju terus pos IND.,2025-06-03 13:15:56,PosAja
Pengguna Google,5,"wajib bangett ini di punya sama seller2 online, karna memudahkan banget buat kirim2 barang, simpel jg pengoperasiannya, mantappp",2025-06-03 13:04:53,PosAja
Pengguna Google,5,"dengan adanya posaja kita bisa kirim2 barang, ngecek biaya kiriman, kirim paket dari rumah aja jg bisa, jd sangat membantu sekali",2025-06-03 12:57:05,PosAja
Pengguna Google,5,Keren..cek ongkir dan lacak gampang banget,2025-06-03 12:47:53,PosAja
Pengguna Google,5,Posaja makin bagus aja,2025-06-03 12:45:25,PosAja
Pengguna Google,5,"aplikasi yg sangat bermanfaat , kirim paket dr rumah aja pak pos siap jenput ke rumah",2025-06-03 12:34:39,PosAja
Pengguna Google,1,"setiap akan order paket, eror terus",2025-06-03 06:56:28,PosAja
Pengguna Google,1,lamban..rusak,2025-06-03 04:21:53,PosAja
Pengguna Google,5,MUDAH DAN CEPAT,2025-05-31 22:15:28,PosAja
Pengguna Google,1,"akun pengiriman aja,sulit di akses masuk aja susah,lho mau duit engga mau akses aja susah",2025-05-31 17:49:40,PosAja
Pengguna Google,1,nyobain pengiriman pos di shopee ternyata luama pantes kalah saing dengan ekspedisi lain,2025-05-31 15:44:31,PosAja
Pengguna Google,1,"Biaya pengiriman sangat mahal dr aplikasi se jenis. estimasi pengiriman 4 hari tpi sdah 1 mnggu brang belum di antar, nnti ambil sendiri di drop poin. Pake Jnt di tujuan yg sama dr jnt byarannya 56rb tp pake pos aja biayanya 148rb. 😥😥😥😥😥",2025-05-31 11:51:43,PosAja
Pengguna Google,2,Ayo lah POS. Ini adalah BUMN besar dan legend. Aplikasi Pos aja terlalu sering error. Tunjukkan lah pos memiliki sdm yang memadai.,2025-05-31 11:02:29,PosAja
Pengguna Google,1,"coba tolong di perbaiki dari sistemnya jasa ekspedisi paling tua harusnya paling maju malah bobrok.. paket dokument penting ga sampe sampe kerumah.. dengan alasan yg ""bersangkutan tidak berhasil di kirim yg bersangkutan tidak di kenal"" satu kampung kenal gua.. itu kurir ngirimnya kemana.. payah kalah sama ekspedisi lain",2025-05-30 11:06:17,PosAja
Pengguna Google,1,buruk,2025-05-27 14:02:25,PosAja
Pengguna Google,1,Pos itu pengiriman paling parah... pesan barang via online status resi nya nyampe tujuan diterima tapi barang blm nyampe di tangan saya.. entah barang nyasar ke mana cek status resi barangfo terima orang rmh gak ada yg nerima.. pos itu pengiriman terparah.,2025-05-27 13:10:37,PosAja
Pengguna Google,5,pos aja yg terbaik,2025-05-27 07:02:27,PosAja
Pengguna Google,5,bagus sekali,2025-05-27 06:07:03,PosAja
Pengguna Google,5,Terimakasih,2025-05-27 03:45:48,PosAja
Pengguna Google,5,membantu pengiriman bgt,2025-05-26 10:01:02,PosAja
Pengguna Google,5,lancar,2025-05-26 06:37:29,PosAja
Pengguna Google,5,apknya simple ..good lah 👍👍,2025-05-24 19:27:42,PosAja
Pengguna Google,1,medan sunggal bodoh kali pekerja di sana salah salur di lion parcel juga sama pernah hilang juga di sana paket langganan ku kemaren uang COD di makan di tilep,2025-05-24 11:38:42,PosAja
Pengguna Google,5,"saya salah satu pedagang si Oren.. TOLONG Adain pembayaran COD nya juga dong . supaya saya kirim paketnya pokus ke POs saja, alias tidak nganah ngeneh. Terimakasih",2025-05-24 11:31:32,PosAja
Pengguna Google,1,mau cek tarif aja susah. internal eror segala macem.,2025-05-23 15:23:23,PosAja
Pengguna Google,5,Layanan pos yang terbaik,2025-05-23 09:47:48,PosAja
Pengguna Google,1,wkwk pake jasa kilat harus datang sekarang malah kaga rugi boss udh bayar ini,2025-05-21 20:49:25,PosAja
Pengguna Google,5,Pelayanan nya cs nya cepat,2025-05-20 15:46:24,PosAja
Pengguna Google,5,kinerja POS Indonesia tidak mengecewakan. Selalu memberikan pelayanan terbaik untuk pelanggan semua kalangan dengan berbagai kebutuhan. Terimakasih. sukses selalu POS INDONESIA.,2025-05-20 12:55:33,PosAja
Pengguna Google,4,"mantap,sangat membatu pengiriman paket tercepat",2025-05-19 23:00:59,PosAja
Pengguna Google,3,3 bintang dlu nnti sdh datng barang baru kashi 5 bintang🌟,2025-05-19 14:31:30,PosAja
Pengguna Google,3,"lah kok gak bisa diubah jika sudah diklik,,",2025-05-19 06:35:52,PosAja
Pengguna Google,3,saya mau registrasi gagal terus ya kode tidak valid tlisannya,2025-05-19 02:03:42,PosAja
Pengguna Google,1,"Aplikasi bodoh, dan lambat pengiriman nya. Ngk sesuai",2025-05-18 12:35:31,PosAja
Pengguna Google,2,"sistemnya kurang canggih karna saya mengalai order pengiriman sudah bayar pake qr tpi karna kiril lambat ambi saya cencel tapi uang ongkir tidak lahi masuk pospay malah hilang entah kemana , lapor halo pos tidak ada hasil sama sekali , sangat mengecewakan",2025-05-16 18:25:05,PosAja
Pengguna Google,5,good apk,2025-05-16 15:50:09,PosAja
Pengguna Google,1,"tolong kalo rekrut kurir yg profesional,paket blom diterima,tapi di cek di aplikasi sudah diterima",2025-05-16 10:19:38,PosAja
